Name,Stars,City,Country,Cuisine,Chef,Price,Website,Michelin Guide page,Address
La Table Mirasol,1 Star,Mont-de-Marsan,France,Modern Cuisine,,€€€,https://www.villamirasol.fr/fr/restaurant-gastronomique-mirasol,https://guide.michelin.com/en/nouvelle-aquitaine/mont-de-marsan/restaurant/la-table-mirasol,"2 boulevard Ferdinand-de-Candau, Mont-de-Marsan, 40000, France"
La Robe,1 Star,Montaigu,France,Modern Cuisine,,€€,https://www.restaurant-la-robe.com,https://guide.michelin.com/en/pays-de-la-loire/montaigu/restaurant/la-robe,"2 rue Neuve, Montaigu, 85600, France"
L'Évidence,1 Star,Montbazon,France,"Creative, Modern Cuisine",,€€€,https://www.restaurant-levidence.com,https://guide.michelin.com/en/centre-val-de-loire/montbazon/restaurant/l-evidence,"1 place des Marronniers, Montbazon, 37250, France"
La Marande,1 Star,Montbellet,France,Modern Cuisine,,€€€,https://www.hotel-restaurant-la-marande.com/,https://guide.michelin.com/en/bourgogne-franche-comte/montbellet/restaurant/la-marande,"1484 route de Lugny, hameau de Mirande, Montbellet, 71260, France"
Moulin de la Tardoire,1 Star,Montbron,France,Modern Cuisine,,€€€,https://www.moulindelatardoire.fr,https://guide.michelin.com/en/nouvelle-aquitaine/montbron/restaurant/moulin-de-la-tardoire,"6 route du Bounit (Lieu-dit la Forge), Montbron, 16220, France"
Le Grand Cerf,1 Star,Montchenot,France,Classic Cuisine,,€€€€,https://le-grand-cerf.fr/,https://guide.michelin.com/en/grand-est/montchenot/restaurant/le-grand-cerf,"50 route Nationale, Montchenot, 51500, France"
Le K,1 Star,Montenach,France,Modern Cuisine,,€€€€,https://www.domainedelaklauss.com/,https://guide.michelin.com/en/grand-est/montenach/restaurant/le-k,"Domaine de la Klauss, 2 impasse du Klaussberg, Montenach, 57480, France"
Ezia,1 Star,Montlivault,France,Modern Cuisine,,€€€,https://www.ezia-restaurant.fr,https://guide.michelin.com/en/centre-val-de-loire/montlivault/restaurant/ezia,"17 rue de Chambord, Montlivault, 41350, France"
La Chapelle - Château Saint-Jean,1 Star,Montluçon,France,"Creative, Modern Cuisine",,€€€€,https://www.chateau-saint-jean.com/,https://guide.michelin.com/en/auvergne-rhone-alpes/montluon/restaurant/la-chapelle,"Avenue Henri-de-la-Tourfondue, Montluçon, 03100, France"
Jardin des Sens,1 Star,Montpellier,France,Modern Cuisine,,€€€€,https://www.hotel-richerdebelleval.com/jardin-des-sens/,https://guide.michelin.com/en/occitanie/montpellier/restaurant/jardin-des-sens,"Place de la Canourgue, Montpellier, 34000, France"
La Réserve Rimbaud,1 Star,Montpellier,France,Modern Cuisine,,€€€€,https://www.reserve-rimbaud.com,https://guide.michelin.com/en/occitanie/montpellier/restaurant/la-reserve-rimbaud,"820 avenue de Saint-Maur, Montpellier, 34000, France"
Leclère,1 Star,Montpellier,France,Modern Cuisine,,€€€,https://www.restaurantleclere.com,https://guide.michelin.com/en/occitanie/montpellier/restaurant/leclere,"8 rue André-Michel, Montpellier, 34000, France"
Pastis Restaurant,1 Star,Montpellier,France,Modern Cuisine,,€€€,https://www.pastis-restaurant.com,https://guide.michelin.com/en/occitanie/montpellier/restaurant/pastis-restaurant,"3 rue Terral, Montpellier, 34000, France"
Reflet d'Obione,1 Star,Montpellier,France,"Modern Cuisine, Mediterranean Cuisine",,€€€,https://www.reflet-obione.com,https://guide.michelin.com/en/occitanie/montpellier/restaurant/reflet-d-obione,"29 rue Jean-Jacques-Rousseau, Montpellier, 34000, France"
Ébullition,1 Star,Montpellier,France,Creative,,€€€,https://restaurant-ebullition.eu/,https://guide.michelin.com/en/occitanie/montpellier/restaurant/ebullition,"10 rue du Pila-Saint-Gély, Montpellier, 34000, France"
L'Aparté,1 Star,Montrabé,France,Modern Cuisine,,€€€,https://restaurant-laparte.fr/,https://guide.michelin.com/en/occitanie/montrab/restaurant/l-aparte,"21 rue de l'Europe, Montrabé, 31850, France"
Villa9Trois,1 Star,Montreuil,France,Modern Cuisine,,€€€,https://villa9trois.com/,https://guide.michelin.com/en/ile-de-france/montreuil-ile-de-france/restaurant/villa9trois,"71 rue Hoche, Montreuil, 93100, France"
La Chabotterie,1 Star,Montréverd,France,Modern Cuisine,,€€€€,https://lachabotterie.com,https://guide.michelin.com/en/pays-de-la-loire/montreverd/restaurant/la-chabotterie,"Logis de La Chabotterie, Montréverd, 85260, France"
La Bastide de Moustiers,1 Star,Moustiers-Sainte-Marie,France,Mediterranean Cuisine,,€€€€,https://www.bastide-moustiers.com/,https://guide.michelin.com/en/provence-alpes-cote-dazur/moustiers-sainte-marie/restaurant/la-bastide-de-moustiers,"511 chemin de Quinson, Moustiers-Sainte-Marie, 04360, France"
Il Cortile,1 Star,Mulhouse,France,"Mediterranean Cuisine, Italian",,€€€,https://www.ilcortile-mulhouse.fr/,https://guide.michelin.com/en/grand-est/mulhouse/restaurant/il-cortile40020,"11 rue des Franciscains, Mulhouse, 68100, France"
Pierre,1 Star,Mâcon,France,Classic Cuisine,,€€€,https://www.restaurant-pierre.com,https://guide.michelin.com/en/bourgogne-franche-comte/mcon/restaurant/pierre4490,"7-9 rue Joseph-Dufour, Mâcon, 71000, France"
L'Ekrin by Laurent Azoulay,1 Star,Méribel,France,Modern Cuisine,Laurent Azoulay,€€€€,https://www.lekaila.com,https://guide.michelin.com/en/auvergne-rhone-alpes/mribel/restaurant/l-ekrin-by-laurent-azoulay,"Le Kaïla, 124 rue des Jeux-Olympiques, Méribel, 73550, France"
Auberge Grand'Maison,1 Star,Mûr-de-Bretagne,France,Traditional Cuisine,,€€€,https://www.auberge-grand-maison.com,https://guide.michelin.com/en/bretagne/mr-de-bretagne/restaurant/auberge-grand-maison,"1 rue Léon-le-Cerf, Mûr-de-Bretagne, 22530, France"
La Maison dans le Parc,1 Star,Nancy,France,Creative,,€€€,https://lamaisondansleparc.com/,https://guide.michelin.com/en/grand-est/nancy/restaurant/la-maison-dans-le-parc,"3 rue Sainte-Catherine, Nancy, 54000, France"
Freia,1 Star,Nantes,France,Creative,,€€€,https://www.freia-restaurant.com,https://guide.michelin.com/en/pays-de-la-loire/nantes/restaurant/freia,"22 boulevard de Berlin, Nantes, 44000, France"
L'Atlantide 1874 - Maison Guého,1 Star,Nantes,France,Modern Cuisine,,€€€€,https://www.atlantide1874.fr/,https://guide.michelin.com/en/pays-de-la-loire/nantes/restaurant/l-atlantide-1874-maison-gueho,"5 rue de l'Hermitage, Nantes, 44100, France"
Le Manoir de la Régate,1 Star,Nantes,France,"Modern Cuisine, Creative",,€€€€,https://www.manoirdelaregate.com/,https://guide.michelin.com/en/pays-de-la-loire/nantes/restaurant/manoir-de-la-regate,"155 route de Gachet, Nantes, 44300, France"
Les Cadets,1 Star,Nantes,France,Modern Cuisine,,€€€,https://www.restaurantlescadets.fr,https://guide.michelin.com/en/pays-de-la-loire/nantes/restaurant/les-cadets,"15 rue des Hauts-Pavés, Nantes, 44000, France"
LuluRouget,1 Star,Nantes,France,Modern Cuisine,,€€€€,https://www.lulurouget.fr/,https://guide.michelin.com/en/pays-de-la-loire/nantes/restaurant/lulurouget,"4 place Albert-Camus, Nantes, 44200, France"
Omija,1 Star,Nantes,France,Creative,,€€€€,https://www.omija.fr/,https://guide.michelin.com/en/pays-de-la-loire/nantes/restaurant/omija,"54 rue Fouré, Nantes, 44000, France"
JAN,1 Star,Nice,France,Creative,,€€€€,https://janonline.com/fr/restaurantjan/,https://guide.michelin.com/en/provence-alpes-cote-dazur/nice/restaurant/jan,"12 rue Lascaris, Nice, 06300, France"
L'Aromate,1 Star,Nice,France,Modern Cuisine,,€€€€,https://www.laromate.fr,https://guide.michelin.com/en/provence-alpes-cote-dazur/nice/restaurant/l-aromate233368,"2 rue Gustave-Deloye, Nice, 06000, France"
Le Chantecler,1 Star,Nice,France,Modern Cuisine,,€€€€,https://www.lenegresco.com/restaurants/le-chantecler,https://guide.michelin.com/en/provence-alpes-cote-dazur/nice/restaurant/le-chantecler,"Le Negresco, 37 promenade des Anglais, Nice, 06000, France"
Les Agitateurs,1 Star,Nice,France,Creative,,€€€€,https://lesagitateurs.com/,https://guide.michelin.com/en/provence-alpes-cote-dazur/nice/restaurant/les-agitateurs,"24 rue Bonaparte, Nice, 06300, France"
ONICE,1 Star,Nice,France,Modern Cuisine,,€€€€,https://www.restaurantonice.com/,https://guide.michelin.com/en/provence-alpes-cote-dazur/nice/restaurant/onice,"5 rue Antoine-Gautier, Nice, 06300, France"
Racines - Bruno Cirino,1 Star,Nice,France,"Vegetarian, Mediterranean Cuisine",,€€€,https://www.restaurant-racines-nice.com,https://guide.michelin.com/en/provence-alpes-cote-dazur/nice/restaurant/racines-bruno-cirino,"3 rue Clément-Roassal, Nice, 06000, France"
Épicentre,1 Star,Nice,France,Modern Cuisine,,€€€,https://restaurant-epicentre.com/,https://guide.michelin.com/en/provence-alpes-cote-dazur/nice/restaurant/epicentre-1218827,"8 rue Fodéré, Nice, 06000, France"
La Chapelle Saint-Martin,1 Star,Nieul,France,Modern Cuisine,,€€€€,https://www.chapellesaintmartin.com,https://guide.michelin.com/en/nouvelle-aquitaine/nieul_1470595/restaurant/chapelle-saint-martin,"33 route Saint-Martin-du-Fault, Nieul, 87510, France"
Auberge du Pont d'Acigné,1 Star,Noyal-sur-Vilaine,France,Creative,,€€€€,https://lepontdacigne.com/,https://guide.michelin.com/en/bretagne/noyal-sur-vilaine/restaurant/auberge-du-pont-d-acigne,"8 Le Pont-d'Acigné (lieu-dit), Noyal-sur-Vilaine, 35530, France"
Ar Men Du,1 Star,Névez,France,Modern Cuisine,,€€€,https://www.men-du.com,https://guide.michelin.com/en/bretagne/nevez/restaurant/ar-men-du,"47 rue des Îles, à Raguenès-Plage, Névez, 29920, France"
Jérôme Nutile,1 Star,Nîmes,France,Modern Cuisine,Jérôme Nutile,€€€€,https://www.jerome-nutile.com,https://guide.michelin.com/en/occitanie/nimes/restaurant/jerome-nutile,"351 chemin Bas-du-Mas-de-Boudan, Nîmes, 30000, France"
Rouge,1 Star,Nîmes,France,Creative,,€€€€,https://www.margaret-hotelchouleur.com,https://guide.michelin.com/en/occitanie/nimes/restaurant/rouge-1200806,"Margaret - Hôtel Chouleur, 6 rue Fresque, Nîmes, 30000, France"
Skab,1 Star,Nîmes,France,Modern Cuisine,,€€€€,https://www.restaurant-skab.fr/,https://guide.michelin.com/en/occitanie/nimes/restaurant/skab,"7 rue de la République, Nîmes, 30000, France"
Thierry Schwartz - Table Naturelle,1 Star,Obernai,France,Creative,,€€€€,https://www.thierry-schwartz.fr/,https://guide.michelin.com/en/grand-est/obernai/restaurant/thierry-schwartz-table-naturelle,"35 rue de Sélestat, Obernai, 67210, France"
La Verrière,1 Star,Olmeto,France,Modern Cuisine,,€€€€,https://www.hotel-marinca.com/,https://guide.michelin.com/en/corse/olmeto/restaurant/la-verriere,"Hôtel Marinca, lieu-dit Vitricella, Olmeto, 20113, France"
Château d'Origny,1 Star,Ouches,France,Modern Cuisine,,€€€,https://restaurant.chateaudorigny.com,https://guide.michelin.com/en/auvergne-rhone-alpes/ouches/restaurant/chateau-d-origny,"2210 route de Roanne, Ouches, 42155, France"
114 Faubourg,1 Star,Paris,France,Modern Cuisine,,€€€€,https://www.oetkerhotels.com/fr/hotels/le-bristol-paris/restaurants-et-bar/114-faubourg/,https://guide.michelin.com/en/ile-de-france/paris/restaurant/114-faubourg,"Le Bristol, 114 rue du Faubourg-Saint-Honoré, Paris, 75008, France"
AT,1 Star,Paris,France,Creative,,€€€€,https://www.atsushitanaka.com/,https://guide.michelin.com/en/ile-de-france/paris/restaurant/at,"4bis rue du Cardinal-Lemoine, Paris, 75005, France"
Accents Table Bourse,1 Star,Paris,France,Modern Cuisine,,€€€€,https://accents-restaurant.com,https://guide.michelin.com/en/ile-de-france/paris/restaurant/accents-table-bourse,"24 rue Feydeau, Paris, 75002, France"
Agapé,1 Star,Paris,France,Modern Cuisine,,€€€€,https://www.agape-paris.fr,https://guide.michelin.com/en/ile-de-france/paris/restaurant/agape,"51 rue Jouffroy-d'Abbans, Paris, 75017, France"
Aida,1 Star,Paris,France,Japanese,,€€€€,https://guide.michelin.com/en/ile-de-france/paris/restaurant/aida,https://guide.michelin.com/en/ile-de-france/paris/restaurant/aida,"1 rue Pierre-Leroux, Paris, 75007, France"
Akrame,1 Star,Paris,France,Creative,,€€€€,https://www.akrame.com/,https://guide.michelin.com/en/ile-de-france/paris/restaurant/akrame507272,"7 rue Tronchet, Paris, 75008, France"
Alan Geaam,1 Star,Paris,France,Creative,,€€€€,https://restaurant.alangeaam.fr/,https://guide.michelin.com/en/ile-de-france/paris/restaurant/alan-geaam,"19 rue Lauriston, Paris, 75016, France"
Aldehyde,1 Star,Paris,France,Creative,,€€€€,https://aldehyde.paris/,https://guide.michelin.com/en/ile-de-france/paris/restaurant/aldehyde,"5 rue du Pont-Louis-Philippe, Paris, 75004, France"
Amâlia,1 Star,Paris,France,Modern Cuisine,,€€€€,https://www.amaliarestaurant.com,https://guide.michelin.com/en/ile-de-france/paris/restaurant/amalia,"32 rue de la Fontaine-au-Roi, Paris, 75011, France"
Anne,1 Star,Paris,France,Modern Cuisine,,€€€€,https://www.pavillon-de-la-reine.com/restaurant,https://guide.michelin.com/en/ile-de-france/paris/restaurant/anne,"28 place des Vosges, Paris, 75003, France"
Anona,1 Star,Paris,France,Modern Cuisine,,€€€€,https://www.anona.fr/,https://guide.michelin.com/en/ile-de-france/paris/restaurant/anona,"80 boulevard des Batignolles, Paris, 75017, France"
Apicius,1 Star,Paris,France,Modern Cuisine,,€€€€,https://restaurant-apicius.com/,https://guide.michelin.com/en/ile-de-france/paris/restaurant/apicius6479,"20 rue d'Artois, Paris, 75008, France"
Armani Ristorante,1 Star,Paris,France,Italian,,€€€€,https://www.armani.com/fr-fr/experience/armani-restaurant,https://guide.michelin.com/en/ile-de-france/paris/restaurant/armani-ristorante,"7 place du Québec, Paris, 75006, France"
Astrance,1 Star,Paris,France,Creative,,€€€€,https://www.astranceparis.fr,https://guide.michelin.com/en/ile-de-france/paris/restaurant/astrance,"32 rue de Longchamp, Paris, 75016, France"
Auguste,1 Star,Paris,France,Modern Cuisine,,€€€€,https://www.restaurantauguste.fr/,https://guide.michelin.com/en/ile-de-france/paris/restaurant/auguste,"54 rue de Bourgogne, Paris, 75007, France"
Automne,1 Star,Paris,France,Modern Cuisine,,€€€€,https://www.automne-akishige.com,https://guide.michelin.com/en/ile-de-france/paris/restaurant/automne,"11 rue Richard-Lenoir, Paris, 75011, France"
Baieta,1 Star,Paris,France,Modern Cuisine,,€€€,https://restaurant-baieta-paris.fr/,https://guide.michelin.com/en/ile-de-france/paris/restaurant/baieta,"5 rue de Pontoise, Paris, 75005, France"
Bellefeuille - Saint James Paris,1 Star,Paris,France,Creative,,€€€€,https://www.saint-james-paris.com/,https://guide.michelin.com/en/ile-de-france/paris/restaurant/bellefeuille-saint-james-paris,"Saint James Paris, 5 place du Chancelier-Adenauer, Paris, 75116, France"
Chakaiseki Akiyoshi,1 Star,Paris,France,Japanese,,€€€€,https://chakaiseki-akiyoshi.fr,https://guide.michelin.com/en/ile-de-france/paris/restaurant/chakaiseiki-akiyoshi,"59 rue Letellier, Paris, 75015, France"
Comice,1 Star,Paris,France,Modern Cuisine,,€€€€,https://www.comice.paris,https://guide.michelin.com/en/ile-de-france/paris/restaurant/comice,"31 avenue de Versailles, Paris, 75016, France"
Contraste,1 Star,Paris,France,Modern Cuisine,,€€€€,https://www.contraste.paris/,https://guide.michelin.com/en/ile-de-france/paris/restaurant/contraste1186546,"18 rue d'Anjou, Paris, 75008, France"
Datil,1 Star,Paris,France,Modern Cuisine,,€€€€,https://www.datil-restaurant.fr,https://guide.michelin.com/en/ile-de-france/paris/restaurant/datil,"13 rue des Gravilliers, Paris, 75003, France"
Divellec,1 Star,Paris,France,Seafood,,€€€€,https://www.divellec-paris.fr/,https://guide.michelin.com/en/ile-de-france/paris/restaurant/divellec,"18 rue Fabert, Paris, 75007, France"
Don Juan II,1 Star,Paris,France,Modern Cuisine,,€€€€,https://donjuan2.yachtsdeparis.fr/,https://guide.michelin.com/en/ile-de-france/paris/restaurant/don-juan-ii,"Port Debilly, Paris, 75016, France"
ES,1 Star,Paris,France,"Modern Cuisine, Creative",,€€€€,https://es-restaurant.fr/,https://guide.michelin.com/en/ile-de-france/paris/restaurant/es,"91 rue de Grenelle, Paris, 75007, France"
Espadon,1 Star,Paris,France,Creative,,€€€€,https://sites.ritzparis.com/espadon/,https://guide.michelin.com/en/ile-de-france/paris/restaurant/espadon,"Ritz Paris, 15 place Vendôme, Paris, 75001, France"
FIEF,1 Star,Paris,France,"Modern Cuisine, Creative",,€€€€,https://www.fiefrestaurant.fr,https://guide.michelin.com/en/ile-de-france/paris/restaurant/fief,"44 rue de la Folie-Méricourt, Paris, 75011, France"
Fleur de Pavé,1 Star,Paris,France,Modern Cuisine,,€€€,https://www.fleurdepave.com/,https://guide.michelin.com/en/ile-de-france/paris/restaurant/fleur-de-pave,"5 rue Paul-Lelong, Paris, 75002, France"
Frenchie,1 Star,Paris,France,Modern Cuisine,,€€€€,https://www.frenchie-restaurant.com,https://guide.michelin.com/en/ile-de-france/paris/restaurant/frenchie262795,"5 rue du Nil, Paris, 75002, France"
Frédéric Simonin,1 Star,Paris,France,Modern Cuisine,Frédéric Simonin,€€€€,https://www.fredericsimonin.com,https://guide.michelin.com/en/ile-de-france/paris/restaurant/frederic-simonin,"25 rue Bayen, Paris, 75017, France"
Galanga,1 Star,Paris,France,"Modern Cuisine, Creative",,€€€€,https://www.monsieurgeorge.com/Restaurant-Gastronomique-Galanga-par-Monsieur-George-Champs-Elysees,https://guide.michelin.com/en/ile-de-france/paris/restaurant/galanga,"Hôtel Monsieur George, 17 rue Washington, Paris, 75008, France"
Gaya par Pierre Gagnaire,1 Star,Paris,France,"Modern Cuisine, Seafood",Pierre Gagnaire,€€€,https://www.restaurantgaya.com,https://guide.michelin.com/en/ile-de-france/paris/restaurant/gaya-par-pierre-gagnaire,"6 rue de Saint-Simon, Paris, 75007, France"
Geoélia,1 Star,Paris,France,Modern Cuisine,,€€€€,https://geoelia.com/,https://guide.michelin.com/en/ile-de-france/paris/restaurant/geoelia,"125 rue de la Tour, Paris, 75116, France"
Granite,1 Star,Paris,France,Modern Cuisine,,€€€€,https://www.granite.paris,https://guide.michelin.com/en/ile-de-france/paris/restaurant/granite,"6 rue Bailleul, Paris, 75001, France"
Géosmine,1 Star,Paris,France,"Creative, Modern Cuisine",,€€€€,https://www.geosmine.com,https://guide.michelin.com/en/ile-de-france/paris/restaurant/geosmine,"71 rue de la Folie-Méricourt, Paris, 75011, France"
HANADA,1 Star,Paris,France,Japanese,,€€€€,https://sushihanada.com,https://guide.michelin.com/en/ile-de-france/paris/restaurant/hanada,"15 quai Voltaire, Paris, 75007, France"
Héritages,1 Star,Paris,France,Modern Cuisine,,€€€€,https://www.heritagesparis.fr,https://guide.michelin.com/en/ile-de-france/paris/restaurant/heritages,"11 rue Treilhard, Paris, 75008, France"
Il Carpaccio,1 Star,Paris,France,Italian,,€€€€,https://www.raffles.com/fr/paris/dining/il-carpaccio/,https://guide.michelin.com/en/ile-de-france/paris/restaurant/il-carpaccio300866,"Le Royal Monceau, 37 avenue Hoche, Paris, 75008, France"
Imperial Treasure,1 Star,Paris,France,Chinese,,€€€€,https://www.imperialtreasure.com/france/,https://guide.michelin.com/en/ile-de-france/paris/restaurant/imperial-treasure1186891,"44 rue de Bassano, Paris, 75008, France"
Irwin,1 Star,Paris,France,Modern Cuisine,,€€€€,https://irwin.paris,https://guide.michelin.com/en/ile-de-france/paris/restaurant/irwin,"22 rue Cambacérès, Paris, 75008, France"
Jacques Faussat,1 Star,Paris,France,Traditional Cuisine,Jacques Faussat,€€€,https://www.jacquesfaussat.com,https://guide.michelin.com/en/ile-de-france/paris/restaurant/jacques-faussat,"54 rue Cardinet, Paris, 75017, France"
Jean Imbert au Plaza Athénée,1 Star,Paris,France,Classic Cuisine,,€€€€,https://www.dorchestercollection.com/fr/paris/hotel-plaza-athenee/restaurants-bars/jean-imbert-au-plaza-athenee,https://guide.michelin.com/en/ile-de-france/paris/restaurant/jean-imbert-au-plaza-athenee,"25 avenue Montaigne, Paris, 75008, France"
Jin,1 Star,Paris,France,"Japanese, Sushi",,€€€€,https://guide.michelin.com/en/ile-de-france/paris/restaurant/jin,https://guide.michelin.com/en/ile-de-france/paris/restaurant/jin,"6 rue de la Sourdière, Paris, 75001, France"
L'Archeste,1 Star,Paris,France,Modern Cuisine,,€€€€,https://www.archeste.fr/,https://guide.michelin.com/en/ile-de-france/paris/restaurant/l-archeste,"79 rue de la Tour, Paris, 75016, France"
L'Arôme,1 Star,Paris,France,Modern Cuisine,,€€€€,https://www.larome-paris.com,https://guide.michelin.com/en/ile-de-france/paris/restaurant/l-arome174292,"3 rue Saint-Philippe-du-Roule, Paris, 75008, France"
L'Atelier de Joël Robuchon - Étoile,1 Star,Paris,France,Modern Cuisine,,€€€€,https://atelier-robuchon-etoile.com/,https://guide.michelin.com/en/ile-de-france/paris/restaurant/l-atelier-de-joel-robuchon-etoile,"133 avenue des Champs-Élysées, Paris, 75008, France"
La Grande Cascade,1 Star,Paris,France,Classic Cuisine,,€€€€,https://www.restaurantsparisiens.com/la-grande-cascade/,https://guide.michelin.com/en/ile-de-france/paris/restaurant/la-grande-cascade,"Allée de Longchamp, Bois de Boulogne, Paris, 75016, France"
La Scène Thélème,1 Star,Paris,France,Modern Cuisine,,€€€€,https://www.lascenetheleme.fr,https://guide.michelin.com/en/ile-de-france/paris/restaurant/la-scene-theleme,"18 rue Troyon, Paris, 75017, France"
Lasserre,1 Star,Paris,France,Classic Cuisine,,€€€€,https://www.restaurant-lasserre.com,https://guide.michelin.com/en/ile-de-france/paris/restaurant/lasserre,"17 avenue Franklin-D.-Roosevelt, Paris, 75008, France"
Le Baudelaire,1 Star,Paris,France,Modern Cuisine,,€€€€,https://www.lebaudelaire.com,https://guide.michelin.com/en/ile-de-france/paris/restaurant/le-baudelaire,"Le Burgundy, 6-8 rue Duphot, Paris, 75001, France"
Le Faham,1 Star,Paris,France,Modern Cuisine,,€€€,https://www.lefaham.com,https://guide.michelin.com/en/ile-de-france/paris/restaurant/le-faham,"108 rue Cardinet, Paris, 75017, France"
Le George,1 Star,Paris,France,Italian,,€€€€,https://www.fourseasons.com/fr/paris/dining/restaurants/le_george/,https://guide.michelin.com/en/ile-de-france/paris/restaurant/le-george,"Four Seasons George V, 31 avenue George-V, Paris, 75008, France"
Le Sergent Recruteur,1 Star,Paris,France,Modern Cuisine,,€€€€,https://www.lesergentrecruteur.fr,https://guide.michelin.com/en/ile-de-france/paris/restaurant/le-sergent-recruteur,"41 rue Saint-Louis-en-l'Île, Paris, 75004, France"
Le Tout-Paris,1 Star,Paris,France,Modern Cuisine,,€€€€,https://www.letoutparis.fr,https://guide.michelin.com/en/ile-de-france/paris/restaurant/le-tout-paris,"Cheval Blanc Paris, 8 quai du Louvre, Paris, 75001, France"
Le Violon d'Ingres,1 Star,Paris,France,"Traditional Cuisine, Classic Cuisine",,€€€€,https://www.leviolondingres.paris,https://guide.michelin.com/en/ile-de-france/paris/restaurant/le-violon-d-ingres5989,"135 rue Saint-Dominique, Paris, 75007, France"
Lucas Carton,1 Star,Paris,France,Modern Cuisine,Lucas Carton,€€€€,https://www.lucascarton.com/,https://guide.michelin.com/en/ile-de-france/paris/restaurant/lucas-carton,"9 place de la Madeleine, Paris, 75008, France"
Maison Dubois,1 Star,Paris,France,Modern Cuisine,,€€€€,https://maisonduboisparis.fr/,https://guide.michelin.com/en/ile-de-france/paris/restaurant/maison-dubois,"2 rue de Vienne, Paris, 75008, France"
Maison Ruggieri Palais Royal,1 Star,Paris,France,Creative,,€€€€,https://maisonruggieri.com/,https://guide.michelin.com/en/ile-de-france/paris/restaurant/maison-ruggieri-palais-royal,"111 galerie de Valois, Paris, 75001, France"
Mallory Gabsi,1 Star,Paris,France,Modern Cuisine,,€€€€,https://mallory-gabsi.com/,https://guide.michelin.com/en/ile-de-france/paris/restaurant/mallory-gabsi,"28 rue des Acacias, Paris, 75017, France"
Mavrommatis,1 Star,Paris,France,"Greek, Mediterranean Cuisine",,€€€€,https://www.mavrommatis.com,https://guide.michelin.com/en/ile-de-france/paris/restaurant/mavrommatis,"42 rue Daubenton, Paris, 75005, France"
MoSuke,1 Star,Paris,France,Modern Cuisine,,€€€€,https://www.mosuke-restaurant.com,https://guide.michelin.com/en/ile-de-france/paris/restaurant/mosuke,"11 rue Raymond-Losserand, Paris, 75014, France"
Monsieur Dior by Yannick Alléno,1 Star,Paris,France,Modern Cuisine,Yannick Alléno,€€€€,http://www.dior.com/fr_fr/fashion/30-montaigne/le-restaurant-monsieur-dior,https://guide.michelin.com/en/ile-de-france/paris/restaurant/monsieur-dior-by-yannick-alleno,"32 avenue Montaigne, Paris, 75008, France"
NESO,1 Star,Paris,France,Creative,,€€€€,https://www.neso.paris,https://guide.michelin.com/en/ile-de-france/paris/restaurant/neso,"3 rue Papillon, Paris, 75009, France"
Nakatani,1 Star,Paris,France,Modern Cuisine,,€€€€,https://www.restaurant-nakatani.com,https://guide.michelin.com/en/ile-de-france/paris/restaurant/nakatani,"27 rue Pierre-Leroux, Paris, 75007, France"
Neige d'Été,1 Star,Paris,France,Creative,,€€€€,https://www.neigedete.fr/,https://guide.michelin.com/en/ile-de-france/paris/restaurant/neige-d-ete,"12 rue de l'Amiral-Roussin, Paris, 75015, France"
Nhome,1 Star,Paris,France,Creative,,€€€€,https://www.nhomeparis.com/,https://guide.michelin.com/en/ile-de-france/paris/restaurant/nhome,"41 rue de Montpensier, Paris, 75001, France"
Nomicos,1 Star,Paris,France,Modern Cuisine,,€€€€,https://www.nomicos.fr,https://guide.michelin.com/en/ile-de-france/paris/restaurant/nomicos,"16 avenue Hubert-Germain, Paris, 75116, France"
Omar Dhiab,1 Star,Paris,France,Modern Cuisine,,€€€€,https://omardhiab.com/,https://guide.michelin.com/en/ile-de-france/paris/restaurant/omar-dhiab,"23 rue Hérold, Paris, 75001, France"
Onor,1 Star,Paris,France,Modern Cuisine,,€€€€,https://www.onor-thierrymarx.com/,https://guide.michelin.com/en/ile-de-france/paris/restaurant/onor,"258 rue du Faubourg-Saint-Honoré, Paris, 75008, France"
Origines Restaurant,1 Star,Paris,France,Modern Cuisine,,€€€€,https://www.origines-restaurant.com/,https://guide.michelin.com/en/ile-de-france/paris/restaurant/origines-restaurant,"6 rue de Ponthieu, Paris, 75008, France"
Oxte,1 Star,Paris,France,Mexican,,€€€€,https://www.restaurant-oxte.com,https://guide.michelin.com/en/ile-de-france/paris/restaurant/oxte,"5 rue Troyon, Paris, 75017, France"
Pages,1 Star,Paris,France,Modern Cuisine,,€€€€,https://www.restaurantpages.fr/,https://guide.michelin.com/en/ile-de-france/paris/restaurant/pages,"4 rue Auguste-Vacquerie, Paris, 75016, France"
Pantagruel,1 Star,Paris,France,Modern Cuisine,,€€€€,https://www.restaurant-pantagruel.com,https://guide.michelin.com/en/ile-de-france/paris/restaurant/pantagruel,"10 rue de Richelieu, Paris, 75001, France"
Pavyllon Paris,1 Star,Paris,France,Modern Cuisine,,€€€€,https://www.yannick-alleno.com/les-etablissements-du-groupe/pavyllon-paris,https://guide.michelin.com/en/ile-de-france/paris/restaurant/pavyllon-paris,"8 avenue Dutuit, Paris, 75008, France"
Pertinence,1 Star,Paris,France,Modern Cuisine,,€€€€,https://www.restaurantpertinence.com,https://guide.michelin.com/en/ile-de-france/paris/restaurant/pertinence,"29 rue de l'Exposition, Paris, 75007, France"
